"GEO_ID","NAME","H006001","H006002","H006003","H006004","H006005","H006006","H006007","H006008"
"8710000US4219606","ZCTA5 19606, Pennsylvania","13338","12306","422","31","159","1","279","140"
"8710000US4215455","ZCTA5 15455, Pennsylvania","129","121","7","1","0","0","0","0"
"8710000US4218834","ZCTA5 18834, Pennsylvania","1516","1497","6","2","1","0","3","7"
"8710000US4216749","ZCTA5 16749, Pennsylvania","1682","1670","1","0","2","0","1","8"
"8710000US4216851","ZCTA5 16851, Pennsylvania","332","315","4","2","3","0","3","5"
"8710000US4216935","ZCTA5 16935, Pennsylvania","503","498","1","1","1","0","0","2"
"8710000US4219538","ZCTA5 19538, Pennsylvania","29","29","0","0","0","0","0","0"
"8710000US4216317","ZCTA5 16317, Pennsylvania","594","588","2","1","0","0","0","3"
"8710000US4218078","ZCTA5 18078, Pennsylvania","2679","2617","16","1","22","2","7","14"
"8710000US4215535","ZCTA5 15535, Pennsylvania","896","884","1","1","0","0","4","6"
"8710000US4218642","ZCTA5 18642, Pennsylvania","1903","1871","8","5","5","0","7","7"
"8710000US4216674","ZCTA5 16674, Pennsylvania","293","290","1","1","0","0","0","1"
"8710000US4218218","ZCTA5 18218, Pennsylvania","961","933","5","2","6","0","8","7"
"8710000US4215085","ZCTA5 15085, Pennsylvania","3369","3305","27","1","18","0","2","16"
"8710000US4215315","ZCTA5 15315, Pennsylvania","322","317","0","0","1","0","0","4"
"8710000US4217406","ZCTA5 17406, Pennsylvania","9028","8448","363","13","92","1","52","59"
"8710000US4219608","ZCTA5 19608, Pennsylvania","8233","7554","311","10","170","0","109","79"
"8710000US4215480","ZCTA5 15480, Pennsylvania","779","765","9","0","0","0","0","5"
"8710000US4216622","ZCTA5 16622, Pennsylvania","74","74","0","0","0","0","0","0"
"8710000US4215942","ZCTA5 15942, Pennsylvania","849","842","1","4","0","1","0","1"
"8710000US4218920","ZCTA5 18920, Pennsylvania","152","148","0","0","0","0","0","4"
"8710000US4216865","ZCTA5 16865, Pennsylvania","716","700","4","2","3","0","2","5"
"8710000US4217820","ZCTA5 17820, Pennsylvania","2345","2319","2","2","5","1","4","12"
"8710000US4218073","ZCTA5 18073, Pennsylvania","3323","3220","40","3","32","1","16","11"
"8710000US4216130","ZCTA5 16130, Pennsylvania","837","832","1","1","0","0","0","3"
"8710000US4216860","ZCTA5 16860, Pennsylvania","197","196","0","0","0","0","0","1"
"8710000US4219446","ZCTA5 19446, Pennsylvania","21837","18537","981","18","1942","8","138","213"
"8710000US4215663","ZCTA5 15663, Pennsylvania","210","209","1","0","0","0","0","0"
"8710000US4217061","ZCTA5 17061, Pennsylvania","2910","2882","9","1","3","0","2","13"
"8710000US4218354","ZCTA5 18354, Pennsylvania","362","341","12","1","2","0","1","5"
"8710000US4215870","ZCTA5 15870, Pennsylvania","575","570","2","1","1","0","0","1"
"8710000US4215961","ZCTA5 15961, Pennsylvania","355","355","0","0","0","0","0","0"
"8710000US4219094","ZCTA5 19094, Pennsylvania","1780","1444","281","2","20","0","14","19"
"8710000US4215697","ZCTA5 15697, Pennsylvania","1426","1402","10","3","2","0","1","8"
"8710000US4216262","ZCTA5 16262, Pennsylvania","1179","1172","2","0","1","0","1","3"
"8710000US4218901","ZCTA5 18901, Pennsylvania","10812","10466","100","13","132","3","28","70"
"8710000US4219301","ZCTA5 19301, Pennsylvania","2620","2324","114","1","155","1","8","17"
"8710000US4219056","ZCTA5 19056, Pennsylvania","5470","4781","322","14","203","2","75","73"
"8710000US4215333","ZCTA5 15333, Pennsylvania","847","818","10","3","1","0","2","13"
"8710000US4218705","ZCTA5 18705, Pennsylvania","6493","6181","125","14","33","1","92","47"
"8710000US4219362","ZCTA5 19362, Pennsylvania","2029","1915","39","6","3","0","43","23"
"8710000US4216403","ZCTA5 16403, Pennsylvania","2304","2279","5","4","1","0","3","12"
"8710000US4217737","ZCTA5 17737, Pennsylvania","2599","2566","4","7","6","0","2","14"
"8710000US4219066","ZCTA5 19066, Pennsylvania","1769","1643","45","0","64","0","8","9"
"8710000US4215761","ZCTA5 15761, Pennsylvania","42","42","0","0","0","0","0","0"
"8710000US4217056","ZCTA5 17056, Pennsylvania","49","49","0","0","0","0","0","0"
"8710000US4218302","ZCTA5 18302, Pennsylvania","6056","4697","849","21","141","1","234","113"
"8710000US4217045","ZCTA5 17045, Pennsylvania","1338","1315","3","1","6","1","1","11"
"8710000US4218088","ZCTA5 18088, Pennsylvania","3341","3290","11","5","9","0","9","17"
"8710000US4216059","ZCTA5 16059, Pennsylvania","3125","3095","6","1","11","0","2","10"
"8710000US4219001","ZCTA5 19001, Pennsylvania","6343","5060","914","5","229","0","48","87"
"8710000US4217080","ZCTA5 17080, Pennsylvania","124","123","0","0","0","0","0","1"
"8710000US4217098","ZCTA5 17098, Pennsylvania","1041","1022","5","1","3","0","4","6"
"8710000US4219020","ZCTA5 19020, Pennsylvania","21698","17511","1448","84","1715","7","577","356"
"8710000US4216242","ZCTA5 16242, Pennsylvania","1950","1935","2","2","1","0","1","9"
"8710000US4216340","ZCTA5 16340, Pennsylvania","843","837","1","1","2","0","0","2"
"8710000US4218340","ZCTA5 18340, Pennsylvania","61","60","0","0","0","0","0","1"
"8710000US4219053","ZCTA5 19053, Pennsylvania","9751","8956","410","15","226","1","65","78"
"8710000US4216621","ZCTA5 16621, Pennsylvania","282","277","1","0","0","0","1","3"
"8710000US4217768","ZCTA5 17768, Pennsylvania","176","172","0","1","0","0","0","3"
"8710000US4218951","ZCTA5 18951, Pennsylvania","13059","12404","182","19","201","2","127","124"
"8710000US4219508","ZCTA5 19508, Pennsylvania","5929","5758","74","9","22","0","24","42"
"8710000US4215847","ZCTA5 15847, Pennsylvania","111","109","1","1","0","0","0","0"
"8710000US4216729","ZCTA5 16729, Pennsylvania","314","308","0","0","2","0","0","4"
"8710000US4216852","ZCTA5 16852, Pennsylvania","122","121","0","0","0","0","0","1"
"8710000US4216855","ZCTA5 16855, Pennsylvania","115","114","0","1","0","0","0","0"
"8710000US4218011","ZCTA5 18011, Pennsylvania","2088","1979","34","5","37","0","16","17"
"8710000US4215346","ZCTA5 15346, Pennsylvania","293","284","4","2","0","0","0","3"
"8710000US4215544","ZCTA5 15544, Pennsylvania","97","97","0","0","0","0","0","0"
"8710000US4216131","ZCTA5 16131, Pennsylvania","338","335","0","0","0","1","1","1"
"8710000US4219119","ZCTA5 19119, Pennsylvania","11934","3862","7546","36","100","6","71","313"
"8710000US4216940","ZCTA5 16940, Pennsylvania","123","122","1","0","0","0","0","0"
"8710000US4215419","ZCTA5 15419, Pennsylvania","1517","1366","115","4","7","0","8","17"
"8710000US4215671","ZCTA5 15671, Pennsylvania","351","349","1","0","0","0","0","1"
"8710000US4218610","ZCTA5 18610, Pennsylvania","1791","1418","258","3","17","2","65","28"
"8710000US4215067","ZCTA5 15067, Pennsylvania","1020","1002","4","2","5","0","0","7"
"8710000US4215946","ZCTA5 15946, Pennsylvania","2923","2903","6","1","1","1","1","10"
"8710000US4215444","ZCTA5 15444, Pennsylvania","233","204","25","1","0","0","0","3"
"8710000US4216365","ZCTA5 16365, Pennsylvania","8219","8114","15","18","33","2","6","31"
"8710000US4216405","ZCTA5 16405, Pennsylvania","340","338","0","0","0","0","1","1"
"8710000US4216726","ZCTA5 16726, Pennsylvania","212","212","0","0","0","0","0","0"
"8710000US4218234","ZCTA5 18234, Pennsylvania","167","164","2","0","0","0","0","1"
"8710000US4215412","ZCTA5 15412, Pennsylvania","211","209","2","0","0","0","0","0"
"8710000US4215698","ZCTA5 15698, Pennsylvania","353","353","0","0","0","0","0","0"
"8710000US4219474","ZCTA5 19474, Pennsylvania","349","337","5","0","7","0","0","0"
"8710000US4217535","ZCTA5 17535, Pennsylvania","694","654","14","1","6","1","9","9"
"8710000US4216226","ZCTA5 16226, Pennsylvania","3654","3576","54","5","2","0","2","15"
"8710000US4215344","ZCTA5 15344, Pennsylvania","616","600","7","2","1","0","1","5"
"8710000US4218104","ZCTA5 18104, Pennsylvania","16718","15034","563","25","570","0","366","160"
"8710000US4218372","ZCTA5 18372, Pennsylvania","1155","935","119","5","40","1","33","22"
"8710000US4219358","ZCTA5 19358, Pennsylvania","186","127","38","1","2","0","14","4"
"8710000US4215042","ZCTA5 15042, Pennsylvania","3377","3290","40","1","16","0","3","27"
"8710000US4217847","ZCTA5 17847, Pennsylvania","5035","4822","86","4","12","0","52","59"
"8710000US4215625","ZCTA5 15625, Pennsylvania","57","56","0","1","0","0","0","0"
"8710000US4215691","ZCTA5 15691, Pennsylvania","28","27","0","1","0","0","0","0"
"8710000US4217827","ZCTA5 17827, Pennsylvania","290","289","0","0","0","0","0","1"
"8710000US4218518","ZCTA5 18518, Pennsylvania","3734","3659","22","1","18","0","16","18"
"8710000US4216727","ZCTA5 16727, Pennsylvania","86","85","0","0","0","0","0","1"
"8710000US4216939","ZCTA5 16939, Pennsylvania","121","120","0","0","0","0","1","0"
"8710000US4217830","ZCTA5 17830, Pennsylvania","782","776","2","1","0","0","1","2"
"8710000US4218619","ZCTA5 18619, Pennsylvania","122","120","0","1","0","0","0","1"
"8710000US4215490","ZCTA5 15490, Pennsylvania","245","245","0","0","0","0","0","0"
"8710000US4215538","ZCTA5 15538, Pennsylvania","345","344","0","0","0","0","0","1"
"8710000US4215927","ZCTA5 15927, Pennsylvania","459","457","0","1","0","0","0","1"
"8710000US4216929","ZCTA5 16929, Pennsylvania","971","963","4","1","0","0","0","3"
"8710000US4215476","ZCTA5 15476, Pennsylvania","64","57","7","0","0","0","0","0"
"8710000US4218335","ZCTA5 18335, Pennsylvania","243","158","58","1","14","0","9","3"
"8710000US4216420","ZCTA5 16420, Pennsylvania","261","259","0","0","0","0","0","2"
"8710000US4217730","ZCTA5 17730, Pennsylvania","106","105","1","0","0","0","0","0"
"8710000US4218972","ZCTA5 18972, Pennsylvania","1513","1484","8","3","1","0","5","12"
"8710000US4219137","ZCTA5 19137, Pennsylvania","3279","3058","86","6","13","1","73","42"
"8710000US4215780","ZCTA5 15780, Pennsylvania","55","55","0","0","0","0","0","0"
"8710000US4218356","ZCTA5 18356, Pennsylvania","53","50","2","0","1","0","0","0"
"8710000US4215736","ZCTA5 15736, Pennsylvania","258","255","0","0","0","0","1","2"
"8710000US4218966","ZCTA5 18966, Pennsylvania","14205","13727","88","8","291","2","26","63"
"8710000US4216421","ZCTA5 16421, Pennsylvania","981","968","2","0","7","0","0","4"
"8710000US4218092","ZCTA5 18092, Pennsylvania","1218","1198","1","2","9","0","1","7"
"8710000US4218634","ZCTA5 18634, Pennsylvania","6003","5867","60","6","17","1","24","28"
"8710000US4218101","ZCTA5 18101, Pennsylvania","1540","754","295","14","11","0","387","79"
"8710000US4216143","ZCTA5 16143, Pennsylvania","1194","1179","3","1","0","0","1","10"
"8710000US4217211","ZCTA5 17211, Pennsylvania","171","168","0","2","0","0","0","1"
"8710000US4215963","ZCTA5 15963, Pennsylvania","4852","4808","4","7","10","1","4","18"
"8710000US4219142","ZCTA5 19142, Pennsylvania","9636","1273","7232","29","770","6","141","185"
"8710000US4217954","ZCTA5 17954, Pennsylvania","2057","2002","18","4","11","0","12","10"
"8710000US4218821","ZCTA5 18821, Pennsylvania","523","519","0","0","1","0","1","2"
"8710000US4216061","ZCTA5 16061, Pennsylvania","1085","1074","3","2","3","0","1","2"
"8710000US4217547","ZCTA5 17547, Pennsylvania","2840","2690","72","4","22","1","30","21"
"8710000US4219151","ZCTA5 19151, Pennsylvania","11798","1537","9812","46","126","5","65","207"
"8710000US4219041","ZCTA5 19041, Pennsylvania","2435","2280","54","0","72","0","8","21"
"8710000US4218459","ZCTA5 18459, Pennsylvania","26","26","0","0","0","0","0","0"
"8710000US4216022","ZCTA5 16022, Pennsylvania","136","136","0","0","0","0","0","0"
"8710000US4217545","ZCTA5 17545, Pennsylvania","8184","7973","50","5","72","0","45","39"
"8710000US4216301","ZCTA5 16301, Pennsylvania","6767","6640","49","11","12","1","5","49"
"8710000US4219136","ZCTA5 19136, Pennsylvania","12957","10770","1323","35","279","4","379","167"
"8710000US4215003","ZCTA5 15003, Pennsylvania","5349","4726","534","5","17","1","9","57"
"8710000US4217042","ZCTA5 17042, Pennsylvania","14715","13525","367","28","163","6","492","134"
"8710000US4215367","ZCTA5 15367, Pennsylvania","2863","2786","8","3","50","0","6","10"
"8710000US4215370","ZCTA5 15370, Pennsylvania","5039","4938","33","5","17","0","5","41"
"8710000US4219465","ZCTA5 19465, Pennsylvania","6538","6234","157","8","67","0","24","48"
"8710000US4215001","ZCTA5 15001, Pennsylvania","13404","11540","1692","15","37","1","17","102"
"8710000US4218614","ZCTA5 18614, Pennsylvania","1151","1136","0","4","0","0","2","9"
"8710000US4218463","ZCTA5 18463, Pennsylvania","75","73","2","0","0","0","0","0"
"8710000US4216244","ZCTA5 16244, Pennsylvania","101","99","2","0","0","0","0","0"
"8710000US4216871","ZCTA5 16871, Pennsylvania","25","25","0","0","0","0","0","0"
"8710000US4218603","ZCTA5 18603, Pennsylvania","8215","7988","59","11","32","0","48","77"
"8710000US4215071","ZCTA5 15071, Pennsylvania","4166","3924","116","3","86","1","10","26"
"8710000US4215841","ZCTA5 15841, Pennsylvania","154","154","0","0","0","0","0","0"
"8710000US4218427","ZCTA5 18427, Pennsylvania","49","48","0","0","1","0","0","0"
"8710000US4215924","ZCTA5 15924, Pennsylvania","457","456","0","0","0","0","0","1"
"8710000US4217772","ZCTA5 17772, Pennsylvania","883","875","2","2","0","0","2","2"
"8710000US4218072","ZCTA5 18072, Pennsylvania","2523","2476","19","3","5","1","9","10"
"8710000US4218431","ZCTA5 18431, Pennsylvania","5328","5242","26","4","13","0","11","32"
"8710000US4216838","ZCTA5 16838, Pennsylvania","743","740","1","0","0","0","0","2"
"8710000US4217086","ZCTA5 17086, Pennsylvania","893","882","2","2","2","0","2","3"
"8710000US4217246","ZCTA5 17246, Pennsylvania","78","77","0","0","0","0","0","1"
"8710000US4216057","ZCTA5 16057, Pennsylvania","4627","4436","90","8","46","1","8","38"
"8710000US4217317","ZCTA5 17317, Pennsylvania","260","255","3","0","0","0","0","2"
"8710000US4215952","ZCTA5 15952, Pennsylvania","590","586","1","0","0","1","0","2"
"8710000US4217867","ZCTA5 17867, Pennsylvania","70","69","0","0","0","0","0","1"
"8710000US4217035","ZCTA5 17035, Pennsylvania","337","336","0","0","0","0","0","1"
"8710000US4217946","ZCTA5 17946, Pennsylvania","114","110","0","1","0","0","1","2"
"8710000US4218810","ZCTA5 18810, Pennsylvania","2505","2447","14","5","15","0","5","19"
"8710000US4219121","ZCTA5 19121, Pennsylvania","13097","1277","11172","42","204","3","131","268"
"8710000US4215147","ZCTA5 15147, Pennsylvania","7850","6241","1487","14","19","0","13","76"
"8710000US4217959","ZCTA5 17959, Pennsylvania","624","618","1","1","0","1","1","2"
"8710000US4215665","ZCTA5 15665, Pennsylvania","603","591","4","0","4","0","1","3"
"8710000US4217261","ZCTA5 17261, Pennsylvania","0","0","0","0","0","0","0","0"
"8710000US4218823","ZCTA5 18823, Pennsylvania","97","95","0","0","0","0","1","1"
"8710000US4216235","ZCTA5 16235, Pennsylvania","500","498","1","0","0","0","0","1"
"8710000US4216822","ZCTA5 16822, Pennsylvania","923","916","2","0","3","0","0","2"
"8710000US4219342","ZCTA5 19342, Pennsylvania","7158","6732","152","5","224","0","15","30"
"8710000US4215064","ZCTA5 15064, Pennsylvania","180","167","11","0","0","0","0","2"
"8710000US4217777","ZCTA5 17777, Pennsylvania","2875","2832","13","5","5","1","9","10"
"8710000US4218656","ZCTA5 18656, Pennsylvania","858","847","0","2","2","1","1","5"
"8710000US4218980","ZCTA5 18980, Pennsylvania","180","179","1","0","0","0","0","0"
"8710000US4215670","ZCTA5 15670, Pennsylvania","1500","1478","8","1","3","0","2","8"
"8710000US4216901","ZCTA5 16901, Pennsylvania","4295","4227","11","9","20","0","0","28"
"8710000US4218415","ZCTA5 18415, Pennsylvania","565","559","1","1","0","0","2","2"
"8710000US4216627","ZCTA5 16627, Pennsylvania","950","945","0","0","0","0","1","4"
"8710000US4217254","ZCTA5 17254, Pennsylvania","41","39","2","0","0","0","0","0"
"8710000US4217938","ZCTA5 17938, Pennsylvania","995","987","0","1","4","0","1","2"
"8710000US4217953","ZCTA5 17953, Pennsylvania","207","206","1","0","0","0","0","0"
"8710000US4218854","ZCTA5 18854, Pennsylvania","593","578","0","2","0","0","2","11"
"8710000US4216635","ZCTA5 16635, Pennsylvania","4704","4628","18","4","23","0","2","29"
"8710000US4215004","ZCTA5 15004, Pennsylvania","140","140","0","0","0","0","0","0"
"8710000US4217370","ZCTA5 17370, Pennsylvania","2081","2026","17","3","8","0","9","18"
"8710000US4218202","ZCTA5 18202, Pennsylvania","4738","4215","62","15","32","3","353","58"
"8710000US4216672","ZCTA5 16672, Pennsylvania","79","77","0","0","0","0","0","2"
"8710000US4217945","ZCTA5 17945, Pennsylvania","81","81","0","0","0","0","0","0"
"8710000US4215733","ZCTA5 15733, Pennsylvania","40","40","0","0","0","0","0","0"
"8710000US4219118","ZCTA5 19118, Pennsylvania","4397","3367","801","8","135","0","22","64"
"8710000US4215559","ZCTA5 15559, Pennsylvania","790","785","1","0","1","0","2","1"
"8710000US4216928","ZCTA5 16928, Pennsylvania","538","534","2","0","1","0","0","1"
"8710000US4217407","ZCTA5 17407, Pennsylvania","840","795","28","0","9","0","2","6"
"8710000US4218507","ZCTA5 18507, Pennsylvania","2052","2003","13","0","23","0","6","7"
"8710000US4215030","ZCTA5 15030, Pennsylvania","535","521","7","0","2","0","0","5"
"8710000US4216677","ZCTA5 16677, Pennsylvania","202","202","0","0","0","0","0","0"
"8710000US4217047","ZCTA5 17047, Pennsylvania","892","878","1","2","1","0","1","9"
"8710000US4218063","ZCTA5 18063, Pennsylvania","246","242","0","0","1","0","0","3"
"8710000US4215777","ZCTA5 15777, Pennsylvania","69","68","0","0","0","0","0","1"
"8710000US4216040","ZCTA5 16040, Pennsylvania","384","381","0","0","0","1","0","2"
"8710000US4216120","ZCTA5 16120, Pennsylvania","923","915","0","1","2","0","1","4"
"8710000US4219050","ZCTA5 19050, Pennsylvania","11266","3904","6752","23","263","4","69","251"
"8710000US4219505","ZCTA5 19505, Pennsylvania","1274","1268","2","0","1","0","2","1"
"8710000US4215636","ZCTA5 15636, Pennsylvania","1386","1370","4","1","4","0","1","6"
"8710000US4216650","ZCTA5 16650, Pennsylvania","795","786","0","2","0","1","1","5"
"8710000US4215421","ZCTA5 15421, Pennsylvania","57","56","0","0","0","0","0","1"
"8710000US4217886","ZCTA5 17886, Pennsylvania","382","365","12","0","1","0","2","2"
"8710000US4217560","ZCTA5 17560, Pennsylvania","1892","1856","12","3","2","1","6","12"
"8710000US4215051","ZCTA5 15051, Pennsylvania","224","217","5","1","0","0","0","1"
"8710000US4216341","ZCTA5 16341, Pennsylvania","822","817","0","0","2","0","0","3"
"8710000US4219131","ZCTA5 19131, Pennsylvania","18258","2682","14311","79","656","5","107","418"
"8710000US4219145","ZCTA5 19145, Pennsylvania","18802","9967","6364","36","1900","9","235","291"
"8710000US4219149","ZCTA5 19149, Pennsylvania","18992","10999","3879","66","2077","19","1493","459"
"8710000US4217961","ZCTA5 17961, Pennsylvania","2826","2748","12","4","39","1","2","20"
"8710000US4218636","ZCTA5 18636, Pennsylvania","579","569","0","1","1","0","1","7"
"8710000US4217015","ZCTA5 17015, Pennsylvania","8183","7995","46","18","46","3","17","58"
"8710000US4219075","ZCTA5 19075, Pennsylvania","2776","2496","178","5","57","0","15","25"
"8710000US4216423","ZCTA5 16423, Pennsylvania","1723","1697","4","2","3","0","5","12"
"8710000US4217505","ZCTA5 17505, Pennsylvania","496","483","3","0","6","0","3","1"
"8710000US4218519","ZCTA5 18519, Pennsylvania","2273","2201","20","0","13","0","22","17"
"8710000US4219129","ZCTA5 19129, Pennsylvania","4769","2869","1616","12","160","3","34","75"
"8710000US4219013","ZCTA5 19013, Pennsylvania","12128","1912","9508","44","63","3","335","263"
"8710000US4215445","ZCTA5 15445, Pennsylvania","1198","1180","6","1","4","0","2","5"
"8710000US4218343","ZCTA5 18343, Pennsylvania","1529","1449","37","5","11","0","10","17"
"8710000US4219008","ZCTA5 19008, Pennsylvania","7493","6895","111","7","429","0","15","36"
"8710000US4215727","ZCTA5 15727, Pennsylvania","72","71","0","0","0","0","0","1"
"8710000US4218512","ZCTA5 18512, Pennsylvania","5511","5393","44","5","22","1","21","25"
"8710000US4216027","ZCTA5 16027, Pennsylvania","110","107","0","1","1","0","0","1"
"8710000US4217350","ZCTA5 17350, Pennsylvania","4794","4570","40","10","13","1","130","30"
"8710000US4218040","ZCTA5 18040, Pennsylvania","5790","5142","331","4","180","1","77","55"
"8710000US4219002","ZCTA5 19002, Pennsylvania","12234","10652","704","4","716","4","63","91"
"8710000US4215438","ZCTA5 15438, Pennsylvania","897","887","4","1","3","1","1","0"
"8710000US4218964","ZCTA5 18964, Pennsylvania","5193","4736","101","14","197","5","85","55"
"8710000US4219044","ZCTA5 19044, Pennsylvania","6409","5459","410","14","409","2","58","57"
"8710000US4215126","ZCTA5 15126, Pennsylvania","2900","2767","69","4","41","1","3","15"
"8710000US4215764","ZCTA5 15764, Pennsylvania","71","71","0","0","0","0","0","0"
"8710000US4217870","ZCTA5 17870, Pennsylvania","5271","5093","60","7","36","0","41","34"
"8710000US4216213","ZCTA5 16213, Pennsylvania","90","90","0","0","0","0","0","0"
"8710000US4216647","ZCTA5 16647, Pennsylvania","330","329","1","0","0","0","0","0"
"8710000US4215034","ZCTA5 15034, Pennsylvania","892","862","20","4","2","0","0","4"
"8710000US4218064","ZCTA5 18064, Pennsylvania","8998","8736","80","9","81","1","41","50"
"8710000US4215033","ZCTA5 15033, Pennsylvania","2153","1787","312","1","6","1","14","32"
"8710000US4215824","ZCTA5 15824, Pennsylvania","2165","2143","1","2","2","0","0","17"
"8710000US4216659","ZCTA5 16659, Pennsylvania","123","121","1","0","0","0","0","1"
"8710000US4215202","ZCTA5 15202, Pennsylvania","9452","8566","680","10","59","1","23","113"
"8710000US4215437","ZCTA5 15437, Pennsylvania","882","871","1","2","2","1","1","4"
"8710000US4215541","ZCTA5 15541, Pennsylvania","1460","1457","0","1","1","0","0","1"
"8710000US4216370","ZCTA5 16370, Pennsylvania","167","166","0","1","0","0","0","0"
"8710000US4216617","ZCTA5 16617, Pennsylvania","1171","1156","3","3","2","0","1","6"
"8710000US4216637","ZCTA5 16637, Pennsylvania","1193","1179","5","1","0","0","0","8"
"8710000US4216835","ZCTA5 16835, Pennsylvania","102","100","1","0","1","0","0","0"
"8710000US4217266","ZCTA5 17266, Pennsylvania","223","217","1","1","0","0","2","2"
"8710000US4218629","ZCTA5 18629, Pennsylvania","704","686","2","6","1","0","1","8"
"8710000US4218936","ZCTA5 18936, Pennsylvania","1","1","0","0","0","0","0","0"
"8710000US4219380","ZCTA5 19380, Pennsylvania","19818","17731","957","21","735","2","223","149"
"8710000US4215345","ZCTA5 15345, Pennsylvania","679","657","12","2","0","0","0","8"
"8710000US4218413","ZCTA5 18413, Pennsylvania","69","69","0","0","0","0","0","0"
"8710000US4219373","ZCTA5 19373, Pennsylvania","841","800","16","2","21","0","1","1"
"8710000US4217729","ZCTA5 17729, Pennsylvania","90","90","0","0","0","0","0","0"
"8710000US4219348","ZCTA5 19348, Pennsylvania","7967","6962","297","20","157","3","451","77"
"8710000US4219464","ZCTA5 19464, Pennsylvania","17965","15074","2184","33","170","10","228","266"
"8710000US4215411","ZCTA5 15411, Pennsylvania","278","275","0","2","0","0","0","1"
"8710000US4215446","ZCTA5 15446, Pennsylvania","139","135","0","0","0","0","0","4"
"8710000US4215046","ZCTA5 15046, Pennsylvania","1067","1027","20","4","12","0","1","3"
"8710000US4217233","ZCTA5 17233, Pennsylvania","2171","2100","42","4","3","0","2","20"
"8710000US4218079","ZCTA5 18079, Pennsylvania","167","165","0","0","2","0","0","0"
"8710000US4218509","ZCTA5 18509, Pennsylvania","4952","4611","141","2","61","0","88","49"
"8710000US4218923","ZCTA5 18923, Pennsylvania","337","318","5","0","12","0","0","2"
"8710000US4215380","ZCTA5 15380, Pennsylvania","294","288","0","1","0","0","0","5"
"8710000US4216502","ZCTA5 16502, Pennsylvania","7087","5906","784","30","63","1","134","169"
"8710000US4217099","ZCTA5 17099, Pennsylvania","486","481","2","0","1","0","1","1"
"8710000US4219031","ZCTA5 19031, Pennsylvania","1908","1804","53","0","39","0","3","9"
"8710000US4217582","ZCTA5 17582, Pennsylvania","757","748","1","1","2","0","5","0"
"8710000US4217815","ZCTA5 17815, Pennsylvania","11262","10830","187","12","120","2","41","70"
"8710000US4217876","ZCTA5 17876, Pennsylvania","809","792","3","2","6","0","2","4"
"8710000US4215443","ZCTA5 15443, Pennsylvania","136","131","4","0","0","0","0","1"
"8710000US4215329","ZCTA5 15329, Pennsylvania","647","641","0","0","1","0","1","4"
"8710000US4215661","ZCTA5 15661, Pennsylvania","221","218","0","0","1","0","0","2"
"8710000US4215472","ZCTA5 15472, Pennsylvania","110","107","3","0","0","0","0","0"
"8710000US4216921","ZCTA5 16921, Pennsylvania","221","219","0","1","0","0","0","1"
"8710000US4215902","ZCTA5 15902, Pennsylvania","5499","4833","556","9","8","1","23","69"
"8710000US4215958","ZCTA5 15958, Pennsylvania","881","879","0","1","0","0","0","1"
"8710000US4218328","ZCTA5 18328, Pennsylvania","2933","2786","87","1","15","0","22","22"
"8710000US4219074","ZCTA5 19074, Pennsylvania","2237","2153","38","2","26","0","9","9"
"8710000US4215338","ZCTA5 15338, Pennsylvania","654","645","3","0","1","0","0","5"
"8710000US4215943","ZCTA5 15943, Pennsylvania","1668","1655","3","1","1","0","0","8"
"8710000US4216123","ZCTA5 16123, Pennsylvania","882","878","1","1","0","0","0","2"
"8710000US4217090","ZCTA5 17090, Pennsylvania","2047","2016","4","3","6","0","3","15"
"8710000US4219438","ZCTA5 19438, Pennsylvania","8813","8150","235","4","331","1","38","54"
"8710000US4215533","ZCTA5 15533, Pennsylvania","586","578","3","1","0","0","0","4"
"8710000US4216745","ZCTA5 16745, Pennsylvania","235","233","0","1","0","0","0","1"
"8710000US4215145","ZCTA5 15145, Pennsylvania","3323","2825","425","6","21","0","4","42"
"8710000US4215068","ZCTA5 15068, Pennsylvania","16788","15401","1085","25","63","1","28","185"
"8710000US4216932","ZCTA5 16932, Pennsylvania","267","261","1","0","1","0","1","3"
"8710000US4217013","ZCTA5 17013, Pennsylvania","13862","12650","733","25","181","5","85","183"
"8710000US4217212","ZCTA5 17212, Pennsylvania","277","270","2","0","1","0","0","4"
"8710000US4217502","ZCTA5 17502, Pennsylvania","928","917","3","3","0","0","2","3"
"8710000US4218414","ZCTA5 18414, Pennsylvania","2155","2121","5","2","14","0","6","7"
"8710000US4219007","ZCTA5 19007, Pennsylvania","8299","6328","1254","26","201","2","328","160"
"8710000US4218222","ZCTA5 18222, Pennsylvania","3391","3299","26","5","26","0","19","16"
"8710000US4218102","ZCTA5 18102, Pennsylvania","16387","9048","2294","165","213","10","3927","730"
"8710000US4218210","ZCTA5 18210, Pennsylvania","3174","2746","277","10","36","1","58","46"
"8710000US4215135","ZCTA5 15135, Pennsylvania","2205","2161","29","0","4","0","2","9"
"8710000US4217930","ZCTA5 17930, Pennsylvania","192","187","1","0","2","0","1","1"
"8710000US4219549","ZCTA5 19549, Pennsylvania","123","122","0","0","0","0","0","1"
"8710000US4217841","ZCTA5 17841, Pennsylvania","1781","1761","3","4","2","0","1","10"
"8710000US4218103","ZCTA5 18103, Pennsylvania","17779","14016","1275","32","422","4","1709","321"
"8710000US4219113","ZCTA5 19113, Pennsylvania","48","46","1","0","0","0","0","1"
